,Cumulative_shifted,Correct_start,Correct_stop,Episode_order,Season,Episode,Start_formatted,Stop_formatted,Speaker,Actual,
157,108188,550.998437500006,558.457187499997,101,1,1,0 days 00:09:10.998438,0 days 00:09:18.457187,20,,
158,108188,558.744062500016,560.178437499999,101,1,1,0 days 00:09:18.744063,0 days 00:09:20.178437,20,,
159,108188,562.135937500018,562.996562500019,101,1,1,0 days 00:09:22.135938,0 days 00:09:22.996563,20,,
160,108188,563.755937499998,564.498437500006,101,1,1,0 days 00:09:23.755937,0 days 00:09:24.498438,20,,
161,108188,567.940937499996,568.379687499997,101,1,1,0 days 00:09:27.940937,0 days 00:09:28.379687,11,,
162,108188,568.447187500016,569.493437500016,101,1,1,0 days 00:09:28.447188,0 days 00:09:29.493438,11,,
163,108188,569.493437500016,570.033437499995,101,1,1,0 days 00:09:29.493438,0 days 00:09:30.033437,2,,
164,108188,570.219062499993,572.446562500016,101,1,1,0 days 00:09:30.219062,0 days 00:09:32.446563,2,,
165,108188,573.256562499999,575.551562499997,101,1,1,0 days 00:09:33.256562,0 days 00:09:35.551562,2,,
166,108188,576.985937499994,577.627187499995,101,1,1,0 days 00:09:36.985937,0 days 00:09:37.627187,2,,
167,108188,579.078437499993,582.436562500006,101,1,1,0 days 00:09:39.078437,0 days 00:09:42.436563,7,,
168,108188,583.449062500018,585.440312499995,101,1,1,0 days 00:09:43.449063,0 days 00:09:45.440312,7,,
169,108188,585.659687499996,586.3515625,101,1,1,0 days 00:09:45.659687,0 days 00:09:46.351562,2,,
170,108188,586.452812500007,586.857812500006,101,1,1,0 days 00:09:46.452813,0 days 00:09:46.857813,2,,
171,108188,586.942187499997,588.005312499998,101,1,1,0 days 00:09:46.942187,0 days 00:09:48.005312,2,,
172,108188,588.494687500017,588.916562500017,101,1,1,0 days 00:09:48.494688,0 days 00:09:48.916563,22,,
173,108188,589.000937499994,589.422812499994,101,1,1,0 days 00:09:49.000937,0 days 00:09:49.422812,2,,
174,108188,589.439687499995,591.110312499994,101,1,1,0 days 00:09:49.439687,0 days 00:09:51.110312,2,,
175,108188,593.506562499999,593.928437499999,101,1,1,0 days 00:09:53.506562,0 days 00:09:53.928437,2,,
176,108188,595.345937499995,601.505312499998,101,1,1,0 days 00:09:55.345937,0 days 00:10:01.505312,7,,
177,108188,601.505312499998,602.298437499994,101,1,1,0 days 00:10:01.505312,0 days 00:10:02.298437,22,,
178,108188,605.926562499997,609.639062500006,101,1,1,0 days 00:10:05.926562,0 days 00:10:09.639063,7,,
179,108188,616.439687499995,620.506562499999,101,1,1,0 days 00:10:16.439687,0 days 00:10:20.506562,6,,
180,108188,621.772187499999,623.594687499994,101,1,1,0 days 00:10:21.772187,0 days 00:10:23.594687,6,,
181,108188,623.594687499994,626.598437499997,101,1,1,0 days 00:10:23.594687,0 days 00:10:26.598437,0,,
182,108188,627.577187500006,629.028437500019,101,1,1,0 days 00:10:27.577188,0 days 00:10:29.028438,6,,
